id,content,target
312,您已订阅高级会员服务，月费200元。回复“STOP”取消，否则自动扣款。,诈骗
313,慈善募捐：帮助地震灾区，请汇款至红十字会账号：1122334455。回复确认。,诈骗
314,技术支持警告：您的电脑感染病毒！立即下载修复工具：http://virus-fix-tool.com。,诈骗
315,高薪兼职：在家日赚500元，需预付培训费300元。回复“JOIN”申请。,诈骗
316,亲爱的，我想见你，但需证明诚意。请先转200元到账号：6655443322。,诈骗
317,您有海外遗产待领取！需支付手续费1000元。联系律师：+123456789。,诈骗
318,彩票中心通知：您中奖了！请提供身份证号和银行卡号验证：http://lotto-claim-center.com。,诈骗
319,银行提醒：您的账户尾号1234于2025-06-19转账支出500元。若非本人操作，请联系客服：95588。,非诈骗
320,亚马逊促销：新用户首单8折，优惠码WELCOME25。详情：amazon.com/promo。,非诈骗
321,电力公司通知：本月电费账单已生成，金额120元。请于06月30日前支付，谢谢。,非诈骗
322,Hi，今晚7点老地方聚餐？记得带伞，天气预报有雨。,非诈骗
323,牙医预约确认：您的就诊时间2025-06-25 10:00。如有变动，请提前致电。,非诈骗
324,航班通知：您预订的CA123航班已起飞，预计准时到达北京首都机场。,非诈骗
325,Apple Store订单确认：订单号#987654，iPhone 15已发货，预计06月21日送达。,非诈骗
326,星巴克优惠：买一送一咖啡券，有效期至2025-06-30。使用码COFFEE2025。,非诈骗
327,BBC新闻简报：全球气候峰会今日开幕，关注实时更新：bbc.com/news。,非诈骗
328,Facebook提醒：您有3条新通知，请登录查看朋友请求和消息。,非诈骗
329,学校通知：家长会改期至2025-06-26 18:00。请回复“出席”或“缺席”确认。,非诈骗
330,健身房提醒：您的年费会员即将到期，续费500元享9折。链接：gym-renewal.com。,非诈骗
331,顺丰物流：您的包裹#123456789已签收，签收人：门卫。详情：sf-express.com/track。,非诈骗
332,Google Meet邀请：项目讨论会议，时间2025-06-20 15:00。加入链接：meet.google.com/abc123。,非诈骗
333,气象局警报：今日下午有雷暴，请携带雨具。更多信息：weather-gov.cn。,非诈骗
334,【法院通知】您涉嫌洗钱案，请立即转账保证金5万元至安全账户：666888000，否则将逮捕。,诈骗
335,尊敬的会员，您获得京东618专属优惠券：满200减30。点击领取：https://jd.com/coupon,非诈骗
336,房东提醒：本月房租3000元请转至新卡号：112233445566，原卡已挂失。,诈骗
337,微信团队：您的账户异常，需重新验证。点击链接恢复：http://weixin-security.com,诈骗
338,顺丰提示：您有包裹派送失败，地址不详。请确认收件信息：https://sf-express.com/verify,非诈骗
339,爸爸，我车祸住院急需手术费3万！速转王医生卡：9988776655，别联系我手机。,诈骗
340,【支付宝】您获得15元话费红包，限今日领取。打开APP搜索"红包"即可兑换。,非诈骗
341,加密货币投资机会！24小时收益50%，注册即送100USDT：http://bitcoin-boom.com,诈骗
342,中国移动：您本月流量剩余2GB，套餐外流量0.5元/GB。查询详情回复CXLL。,非诈骗
343,【教育部】您有26800元助学金待领取，请支付手续费500元激活：http://edu-funds.cn,诈骗
344,美团外卖：订单#556677已送达，请评分。获得5元优惠券：https://meituan.com/reward,非诈骗
345,检测到您家智能摄像头被入侵！支付300元加密保护：http://camera-protect-now.com,诈骗
346,【航空公司】航班变动：您预订的MU588航班取消，可免费改签。联系客服：400-123-4567,非诈骗
347,您被选为抖音幸运用户！苹果手机免费送，支付关税299元领取：http://douyin-gift.com,诈骗
348,小区物业：明日9:00-17:00停水检修，请提前储水。服务电话：87654321,非诈骗
349,社保局通知：您的医保卡已停用，需更新信息。点击链接办理：http://ylbx-update.net,诈骗
350,网易云音乐：您关注的歌手发布新歌《夏夜》！立即收听：https://music.163.com,非诈骗
351,【ETC】您的通行卡已失效，48小时内未更新将扣分。处理链接：http://etc-renew-china.com,诈骗
352,滴滴出行：您6月18日行程已开具电子发票，下载链接：https://invoice.didiglobal.com,非诈骗
353,美女兼职可上门服务，首次体验价800元。预付定金200元至：1357924680，回复地址。,诈骗
354,国家电网：您户号87654321的电费余额不足30元，请及时缴费避免停电。,非诈骗
355,【公安警示】您名下手机号发送诈骗信息，请转账2万元保证金至安全账户自证清白。,诈骗
356,知乎日报推荐：人工智能新突破，点击阅读：https://daily.zhihu.com/story/123456,非诈骗
357,您的微粒贷额度已提升至20万！点击领取：http://weilidai-apply.cn，过期作废。,诈骗
358,麦当劳优惠：凭此短信免费领取甜筒1个，有效期至2025-06-30。门店通用。,非诈骗
359,【新冠补贴】政府发放6000元疫情补助，点击申领：http://gov-health-grant.com,诈骗
360,携程旅行：您预订的上海迪士尼门票已出票，订单号#334455。入园码：XXXXXX,非诈骗
361,您的《王者荣耀》账号被举报，将封停10年！申诉链接：http://wangzhe-security.net,诈骗
362,中国银行：您尾号5678的信用卡本月账单3560元，最后还款日06月25日。,非诈骗
363,【裸聊威胁】我已掌握您浏览不良网站记录，转账1万元删除证据。账号：444455556666,诈骗
364,【数字人民币】您获得2000元消费红包！立即激活：http://e-cny-reward.com，需支付验证费50元。,诈骗
365,中国电信：您办理的宽带续费套餐已生效，月费99元，详情登录网上营业厅查询。,非诈骗
366,儿子，我打牌被拘留了！速汇保释金5000元到张警官卡：6677889900，别告诉别人。,诈骗
367,淘宝提醒：您购物车中的商品降价10%，限时24小时。点击查看：https://taobao.com/cart,非诈骗
368,【疫情防控】您被列为密接者，支付300元加急核酸检测：http://covid-fee-test.org,诈骗
369,招商银行：您申请的信用卡已寄出，运单号SF1234567890，预计3日内送达。,非诈骗
370,抖音百万粉丝网红求合作！预付诚意金2000元可推广，账号：112233445566。,诈骗
371,天气预报：明日高温预警，最高39°C，请注意防暑降温。市气象台发布。,非诈骗
372,您的社保卡异地盗刷19800元！立即冻结账户：http://12333-security.net，提供银行卡信息。,诈骗
373,【饿了么】订单#889977配送中，骑手张师傅（电话138****5678）预计10:25送达。,非诈骗
374,裸聊录像已保存！不想被公开就转账8000元到指定账户。回复“处理”获取账号。,诈骗
375,国家图书馆：您借阅的《人工智能导论》将于3天后到期，可续借1次。,非诈骗
376,【微粒贷】审核通过！您获30万额度，点击领取：http://weiledai-credit.cn，需交保证金1%。,诈骗
377,汽车4S店提醒：您的车辆保养到期，预约享8折优惠。客服：400-888-5678,非诈骗
378,您涉嫌传播疫情谣言！公安机关已立案，转账2万撤案：http://gongan-case.com,诈骗
379,学校通知：2025级新生报到时间为8月30-31日，请登录教务系统查看分班信息。,非诈骗
380,高富帅求子！成功怀孕酬谢200万，先付体检费3000元。联系李女士：131****9999,诈骗
381,铁路12306：您预订的G66次列车已出票，座位08车15F号，请提前1小时进站。,非诈骗
382,【手机病毒】检测到您下载违规APP，支付500元解除停机：http://10086-malware.com,诈骗
383,盒马鲜生：您附近的XX店新到波士顿龙虾，会员价99元/只。APP下单立减20元。,非诈骗
384,您购买的股票即将暴涨！内部消息，充值10万加入VIP群：http://stock-insider.com,诈骗
385,公积金中心：您本月缴存金额3680元已到账，当前余额152,非诈骗
386,【FaceTime】账户异常！点击恢复：http://appleid-rescue.com，否则所有设备锁定。,诈骗
387,物业公告：本周六上午9点消防演习，请勿惊慌。联系电话：8765-4321,非诈骗
388,您的快递含违禁品被截获！回复“处理”支付5万保证金避免立案，账号：3344556677,诈骗
389,微信支付：您6月消费账单已生成，总额2850元。点击查看明细→,非诈骗
390,【疫苗补贴】政府发放6000元健康补助，支付手续费领取：http://jkbz-gov.cn,诈骗
391,京东物流：您的退货申请已通过，取件码778899，快递员将于今日14:00-16:00上门。,非诈骗
392,暗网发现您的浏览记录！转账3万元删除数据，否则公开通讯录。账号：5566778899,诈骗
393,中国平安：您投保的车险将于30天后到期，续保享7折优惠。详情咨询：95511,非诈骗
394,【小金库】您已获得1000元红包！点击领取：http://xjk-redpacket.com,诈骗
395,【银行转账】您于6月15日发起的转账已到账，金额500元。,非诈骗
396,【小金库】您已获得500元红包！点击领取：http://xjk-redpacket.com,诈骗
397,【数字收藏品】您抽中限量NFT盲盒！支付199元激活码领取：http://nft-giftbox.cn，转售价值超万元。,诈骗
398,中国联通：您的话费套餐已自动续约，月费保持不变。如需变更请登录APP操作。,非诈骗
399,女儿，我旅游钱包被偷！速转8000元到导游卡：6677889900，别打电话影响团友。,诈骗
400,大众点评：您收藏的餐厅推出夏日特惠，2人同行1人免单。预约链接：dianping.com/summer,非诈骗
401,【AI换脸威胁】您的社交照片已被合成不雅视频，转账2万元删除，账号：3344556677,诈骗
402,高速公路ETC：您6月通行费合计186元，已从绑定账户扣除。明细查询：etc.china.com,非诈骗
403,您的抖音账号异常！支付500元保证金避免封号：http://douyin-security.net，1小时内有效。,诈骗
404,社区通知：明日核酸检测点开放时间8:00-12:00，请带好身份证有序排队。,非诈骗
405,【网贷注销】检测到您有未关闭校园贷账户，需转账1万元清空额度：http://loan-cancel.cn,诈骗
406,顺丰优选：您购买的榴莲已发货，预计明早10点前送达。保温箱存放请及时取件。,非诈骗
407,国际刑警通缉令！您涉嫌跨国洗钱，转账50万保证金候审：http://interpol-case.com,诈骗
408,个人所得税APP提醒：您2024年度退税审批通过，金额3200元将于3个工作日内到账。,非诈骗
409,元宇宙土地认购！最后10块虚拟地产，支付5万锁定权益：http://metaverse-land.io,诈骗
410,汽车保养提醒：您的奔驰GLC下次保养里程为85000公里，建议提前预约。,非诈骗
411,您的健康码变红码！支付加急复核费300元：http://health-code-fix.com，否则隔离14天。,诈骗
412,学校食堂通知：暑期营业时间调整为7:00-19:00，新增冷饮窗口。,非诈骗
413,【同城交友】空姐在线等待，充值1000元解锁联系方式：http://dating-night.com,诈骗
414,中国石油：今日油价下调，92#汽油7.85元/升。充值油卡享额外98折。,非诈骗
415,检测到您家电表异常！支付500元远程检修：http://power-fix-service.com，否则24小时内断电。,诈骗
416,微信读书：您获得7天VIP体验卡，可免费阅读《三体》全集。点击领取→,非诈骗
417,您被选为淘宝特邀测评官！预付999元押金试用品：http://taobao-tester.com，返现3000元。,诈骗
418,住房公积金：您可申请购房提取额度38万元，办理指南：gjj.gov.cn/guide,非诈骗
419,【抗原检测】您核酸结果阳性！支付800元购买特效药：http://covid-cure.com,诈骗
420,肯德基宅急送：订单KFC2025061988已出餐，骑手李师傅（电话139****1122）配送中。,非诈骗
421,海关查扣您海外包裹！涉嫌走私，转账10万免于起诉：http://customs-seizure.com,诈骗
422,国家电网：您申请的新能源汽车充电桩已审批通过，安装师傅将联系您预约时间。,非诈骗
423,【共享屏幕】您的银行APP操作被录屏！转账3万元删除记录：http://screen-hack.net,诈骗
424,航旅纵横：您预订的9C8888航班值机已开放，可手机选座。,非诈骗
425,暗网拍卖您隐私数据！支付比特币0.5枚终止交易，钱包地址：1A1zP1eP5QGefi2DMPTfTL5SLmv7DivfNa,诈骗
426,中国银联：您参与的"云闪付优惠日"活动，6月30日前消费满100减30。,非诈骗
427,尊敬的用户，您的工商银行账户存在异常交易，已被临时冻结。请于今日下午5点前登录www.icbc-security-center.com进行身份验证，否则账户将被永久冻结。验证成功后系统将自动解除限制。请勿向任何人泄露您的短信验证码。如有疑问请联系客服中心400-888-8888。【工商银行】,诈骗
428,【支付宝提醒】您的账户芝麻信用分已达800分，现可提升花呗额度至50000元。请点击链接立即申请，享受先消费后还款的便利服务。活动仅限今日，名额有限。申请成功后24小时内到账。详情咨询95188。链接：alipay-lines.com/apply,诈骗
429,恭喜你！你的手机号已被《中国好声音》节目组抽中为幸运观众，获得二等奖奖金12.8万元及苹果笔记本电脑一台。请立即联系领奖专员王老师13800138000，并缴纳手续费3800元。逾期视为自动放弃奖品。本活动经北京市公证处公证，具有法律效力。,诈骗
430,【腾讯金融】您在我平台的借款额度已提升至20万元，月息低至0.6%，无需抵押，快速到账。现申请可减免前3期利息。请添加客服微信txjr001办理，或点击链接tengxunjr.com申请。凭此短信可额外获得1000元免息券。限时优惠，机会难得。,诈骗
431,妈妈，我是你儿子，手机掉了用朋友号码发的。我出车祸需要紧急手术，医院要求先交3万元押金，不然不给做手术。快转账到这个账号6212263400000000000，户名张明。救救我，情况危急！医生说要马上交钱。,诈骗
432,【公安部紧急通知】您涉嫌洗钱犯罪，名下的银行卡将被冻结。请立即将全部资金转移到安全账户6228480012345678901进行审查，审查结束后返还。不要告诉任何人，否则将承担法律责任。联系警官王建国021-12345678。保密案件编号A2024001。,诈骗
433,【美团外卖】您在本平台累积的积分28888分将于明日清零，可兑换价值888元的超值套餐。请立即登录meituan-integral.com兑换，数量有限先到先得。兑换码：MT888，有效期24小时。客服电话400-000-8888。,诈骗
434,尊敬的老板，我是您孩子的班主任李老师。学校组织北京夏令营活动，费用5800元，包含往返机票食宿。因名额有限，请于今天内将费用转至学校对公账户，账号见链接。这是难得的学习机会，全班同学都参加了。联系电话13811112222。,诈骗
435,【社保局提醒】您的社保卡异常，医保功能即将停用。请立即登录www.shbzx12333.cn更新个人信息，上传身份证正反面照片及银行卡信息。未在24小时内完成更新将影响就医报销。咨询电话021-12333，工作日上午9-12点。,诈骗
436,【抖音官方】恭喜！您的抖音账号发布的视频获得100万点赞，已成为平台签约创作者。请缴纳保证金5000元并签订合同，可获得每月保底收入2万元。联系商务经理赵小姐微信号douyin_shangwu，名额仅剩5个。,诈骗
437,【建设银行】您的信用卡额度可提升至10万元，现申请即送拉杆箱。请登录ccb-bank.cn填写申请表，验证个人信息包括银行卡密码。审核通过后3个工作日生效。客服热线95533转8号键专属服务。活动截止日期本月30日。,诈骗
438,【王者荣耀】您的账号涉嫌违规操作，将被永久封号。如需解封请缴纳罚款2000元，添加客服QQ800888000处理。我们核实是误操作可减免至1000元。24小时内未处理将删除所有游戏数据。腾讯游戏监管中心。,诈骗
439,【京东白条】您的白条额度已调整至8万元，可分期12期免息购买iPhone15。请点击jd-white.com查看详情并激活。需验证支付密码和短信验证码。活动仅限铂金会员，逾期激活将失去资格。客服电话400-606-5500。,诈骗
440,尊敬的业主，您的小区物业费已欠缴3个月，共计1580元。请于本周五前缴纳，否则将停止水电供应。缴费请转至物业公司账户，账号见通知。可享95折优惠。物业电话010-88888888，联系人张主任。,诈骗
441,【顺丰速运】您的包裹因地址不详无法派送，请登录sf-express.cn补充信息并支付运费差价25元。包裹内为重要文件，3天内未处理将退回发件人。运单号SF1234567890，客服电话95338。,诈骗
442,【中国电信】您的宽带套餐已到期，现续约可享受5折优惠。请登录189.cn办理，需预存600元话费。不续约将按标准资费收取。老用户专享优惠，客服10000号。活动代码DX2024。,诈骗
443,【微粒贷】系统检测到您有贷款需求，现提供最高30万元信用贷款，日利率0.02%，随借随还。添加官方客服微信wld-kf办理，凭本条短信可免手续费。审核快至30分钟，资金直接到银行卡。,诈骗
444,【法院传票】您公司因合同纠纷被起诉，案号（2024）京民初字第001号。请立即联系张法官010-12345678处理，否则将强制执行。可提供调解服务，需缴纳保证金2万元。详细情况查看链接。,诈骗
445,【ETC办理】您的高速ETC标签已失效，请登录etc-service.com重新认证，否则无法使用ETC通道。需缴纳押金500元，认证成功后退还。客服电话400-888-8888，工作时间8:00-20:00。,诈骗
446,【快手直播】恭喜您中奖！获得主播送出的iPhone15Pro一台，价值9999元。需支付关税和运费共800元，联系助理微信号kszb888领取。提供直播录屏和中奖证明。24小时内有效。,诈骗
447,【招商银行】您的账户积分可兑换价值1000元京东E卡，请登录cmbchina-88.com兑换。仅限今日，积分明日清零。需输入卡号、密码和短信验证码。客服95555转积分兑换专线。,诈骗
448,【去哪儿网】您预定的北京飞三亚航班因机械故障取消，可获赔300%票款。请拨打客服电话400-888-0000办理退款，需提供银行卡信息。也可改签次日航班，补差价200元。航班号CA1234。,诈骗
449,【BOSS直聘】腾讯公司HR看中您的简历，提供月薪3万元PHP开发岗位。需先交培训费5000元，培训后包入职。联系张经理微信bosshr2024，提供工牌照片和录用通知书样本。,诈骗
450,【税务总局】您企业2023年度税务抽查发现问题，需补缴税款及罚款共计5.8万元。请转账至指定账户接受处理，可减免滞纳金。联系税务专员李科长，电话010-123456，提供完税证明。,诈骗
451,【拼多多】您参加砍价免费拿活动，还差0.01元即可提现800元。请转发给50个好友助力，或使用加速包。购买加速包30元可立即成功。活动真实有效，已有10万用户成功提现。,诈骗
452,【国家电网】您户号123456电费已欠费680元，将在2小时后停电。请立即通过支付宝或微信缴纳，账号见链接。逾期将产生滞纳金每日5%。24小时自助缴费热线95598。,诈骗
453,【学而思】家长您好，您孩子的数学成绩需要提升。现提供名师一对一辅导，原价500元/课时，现优惠价200元。请预付30课时费用。可试听3节不满意全额退款。报名电话400-888-6666。,诈骗
454,【移民局】您的护照即将到期，如需加急办理新护照需缴纳加急费800元。请转账至指定账户并发送凭证，7个工作日可取。正常办理需30天。联系电话010-12345678，王警官。,诈骗
455,【平安保险】您车险即将到期，现续保可返现金30%并送保养。请立即支付保费至代理人账户，否则脱保无法理赔。提供正式保单。联系人李经理13800001111，工号PA8888。,诈骗
456,【贵州茅台】恭喜您获得购买飞天茅台资格，每瓶1499元限购2瓶。请2小时内转账至指定账户并备注姓名。逾期取消资格。货源保证正品，支持验货。联系人王经理13922223333。,诈骗
457,【中国建设银行】尊敬的客户，您尾号8888的信用卡本期账单已生成，人民币账户应还款额3580.50元，到期还款日2024年12月15日。您可登录手机银行、网上银行或前往网点还款。最低还款额358.05元。如您已还款，请忽略本短信。客服热线95533。,非诈骗
458,【中国移动】尊敬的用户，您12月套餐使用情况：国内通话已用120分钟/500分钟，流量已用8.5GB/20GB，短信已用50条/200条。超出套餐资费标准通话0.15元/分钟，流量5元/GB。回复CX查询详情。充值请登录10086.cn。客服热线10086。,非诈骗
459,【北京市公安局朝阳分局】温馨提示：近期我区出现新型电信诈骗手段，诈骗分子冒充公检法人员要求转账。警方提醒您：公检法机关不会通过电话要求转账，请提高警惕。如遇可疑情况请拨打110或96110咨询。防骗热线24小时为您服务。,非诈骗
460,【京东物流】您的订单JD1234567890已送达菜鸟驿站，取件码3-1-2024。商品为小米空气净化器，请凭取件码领取。驿站营业时间8:00-21:00，免费保管3天。咨询电话400-603-3600。感谢您在京东购物！,非诈骗
461,【清华大学继续教育学院】尊敬的学员，您报名的Python数据分析课程将于12月20日开班，上课地点清华科技园A座301室。请携带身份证和缴费凭证。课程安排已发至您邮箱。联系人王老师，电话010-62785678。请提前15分钟签到。,非诈骗
462,"【北京市卫生健康委员会】新冠疫苗加强针接种提醒：您已满足接种条件，可前往社区卫生服务中心免费接种。接种时间周一至周五8:00-11:30,13:30-17:00。请携带身份证和接种卡。疫苗供应充足，无需预约。咨询电话12320。",非诈骗
463,【国家电网北京电力】尊敬的户号123456用户，您2024年11月电费账单已生成，用电量285度，电费156.75元，缴费截止日12月25日。您可通过电e宝、支付宝、微信等渠道缴费。欠费停电前会提前通知。客服热线95598。,非诈骗
464,【滴滴出行】行程已完成，京A12345，12月1日08:30-09:05，里程18.5公里，时长35分钟，金额46.50元。优惠券抵扣10元，实付36.50元。发票已发送至您的邮箱。评价司机可获得5元优惠券。客服电话400-000-0999。,非诈骗
465,【北京市政府服务热线】您反映的关于小区供暖问题已转办至朝阳区供热办，工单号20241201-123456。工作人员将在24小时内联系您处理。您可登录首都之窗网站查询进度。感谢您对政府工作的支持。投诉热线12345。,非诈骗
466,"【中国银行】尊敬的客户，您尾号8888的借记卡12月1日15:30POS支出人民币128.50元，余额15,280.30元。如非本人操作请立即致电95566挂失。本行不会以任何理由索要短信验证码。请妥善保管个人信息。",非诈骗
467,【北京协和医院】您已成功预约12月5日上午8:00心内科专家号，序号15号。请携带医保卡、就诊卡提前30分钟到自助机取号。就诊地点东院区门诊楼2层。取消预约请提前24小时操作。咨询电话010-69151188。,非诈骗
468,【腾讯视频】您开通的VIP会员将于12月10日到期，届时将自动续费20元/月。如需取消请在到期前24小时操作。会员享海量内容免广告权益。续费优惠：年卡168元。客服电话400-670-0700。感谢您的使用。,非诈骗
469,【教育部考试中心】您报考的大学英语四级考试将于12月15日进行，准考证可登录cet.neea.edu.cn打印。考试时间9:00-11:20，地点见准考证。请携带准考证、身份证、2B铅笔。成绩预计2025年2月底发布。咨询电话010-62987880。,非诈骗
470,【北京市公交集团】您关注的988路公交线路，因道路施工自12月5日起暂时调整路线，取消朝阳公园站，增设朝阳门外站。预计12月20日恢复原路线。给您带来不便敬请谅解。公交服务热线96166。,非诈骗
471,【工商银行房贷中心】尊敬的客户，您房贷第36期还款成功，金额8500元，本金5200元，利息3300元，剩余本金125万。下期还款日2025年1月1日。如需提前还款请提前30天申请。咨询电话95533转房贷专线。,非诈骗
472,【北京移动宽带】尊敬的用户，您的宽带服务已升级至1000M，月费不变。新速率将于24小时内生效，请重启光猫。测速网站speedtest.bj.cn。如达不到标准速率请联系装机师傅。客服热线10086转宽带专席。,非诈骗
473,【国家税务总局北京市税务局】您2023年度个人所得税汇算清缴将于6月30日截止，退税金额2580元已到账。请登录个人所得税APP查看明细。如有疑问请前往就近办税服务厅。咨询电话12366。依法纳税是每个公民的义务。,非诈骗
474,【字节跳动招聘】感谢投递字节跳动前端工程师职位，您已通过简历筛选。初试时间12月8日14:00，视频面试，链接稍后发送。请准备自我介绍和项目经验。HR刘小姐，邮箱recruit@bytedance.com。祝您面试顺利！,非诈骗
475,"【北京住房公积金管理中心】您12月公积金已到账，单位及个人各缴1200元，账户余额85,600元。您可登录北京公积金APP查询明细。贷款额度最高120万，利率2.85%。咨询电话12329。提取请提前预约。",非诈骗
476,【民航局信息中心】您预订的CA1801航班因天气原因延误，新起飞时间12月5日16:00。您可免费改签或退票。请登录航司官网或APP操作。机场提供延误餐食。客服电话95583。给您带来不便深表歉意。,非诈骗
477,【紧急通知】您的社保卡账户因系统升级核验异常，已被临时冻结！请立即登录官方核验网站www.shebao-verify.com，按提示提交身份证正反面照片、社保卡卡号以及绑定的银行卡信息完成身份核验，否则将影响您的医保报销、养老金领取以及社保业务办理。如有任何疑问，可致电“社保中心专属客服”：010-8xxxxxxx（温馨提示：此为诈骗信息，切勿点击链接或透露个人信息）,诈骗
478,【京东】尊敬的PLUS会员用户，您的会员服务将于下月5日到期，现推出续费专属优惠：续费1年立减30元，续费2年立减80元并额外赠送3个月会员时长，还可获赠100元无门槛优惠券与京东超市满减券包。点击链接jd.com/plus2025即可办理续期，如需取消提醒可直接忽略本消息，感谢您的支持！,非诈骗
479,【公安局刑侦大队】您名下尾号8765的银行卡于昨日在境外ATM机取现5万元，涉嫌非法洗钱交易，现公安机关已立案调查！请您立即将名下所有资金转入“安全监管账户”622202xxxxxxxxxxxxxx（户名：李军）完成资金核验，24小时内完成即可解冻账户，否则将冻结您的所有资产并网上追逃！,诈骗
480,【中通快递】您的包裹（单号765432198701）因收件地址中“XX小区3号楼”未标注单元号，快递员未能完成派送。麻烦您回复短信提供详细地址（如XX小区3号楼2单元501室）及联系电话，我们将安排快递员于今日下午3点至5点二次派送，若您无法收件可选择驿站代收，感谢您的配合！,非诈骗
481,【恭喜中奖】您的手机号138xxxxxxx在《中国好声音》2025年度场外幸运观众抽奖中荣获二等奖，奖品为价值12.8万元的苹果笔记本电脑一台+5000元现金红包！请立即联系兑奖专员王经理：135xxxxxxx，提供身份证号、银行卡号及验证码领取，需缴纳2000元个人所得税手续费，领奖截止今日18点，逾期视为自动放弃！,诈骗
482,【学校通知】各位家长您好，明天（周三）学校将联合消防部门开展消防安全知识讲座，要求每位学生携带一个简易灭火器模型（尺寸约20cm×8cm），费用20元由班主任统一收取，用于模型采购。同时请提醒孩子穿校服参加，讲座结束后将进行消防疏散演练，麻烦大家今天务必将费用交齐，谢谢配合！,非诈骗
483,【银行提醒】您的信用卡（尾号4321）存在异常套现交易记录，信用额度将从5万元降至1万元！请点击链接credit-bank-check.com/upload提交近三个月消费凭证（如超市小票、餐饮发票）进行申诉，上传截止时间为明日中午12点，逾期将永久冻结账户并上报征信系统！,诈骗
484,【美团】您的外卖订单（订单号123456789012）已由骑手张师傅接单，商家已完成出餐，骑手正在前往取餐途中，预计25分钟内送达您的地址XX路XX号XX大厦1508室。您可点击链接查看骑手实时位置，若您临时外出可备注改址或联系骑手136xxxxxxx，祝您用餐愉快！,非诈骗
485,【刷单赚钱】宝妈/学生党/上班族看过来！足不出户日赚200-800元，正规电商平台刷单任务，一单一结无需押金！扫码添加客服微信xxx123，注册后即可领取首单任务，第一单返5元，第二单返15元，连做5单额外奖励50元，名额有限先到先得，快来加入吧！,诈骗
486,【水电燃气】尊敬的用户，您2025年4月燃气费账单已生成，实际用量35立方米，单价3.59元/立方米，合计金额125.65元。请于本月20日前通过支付宝/微信生活缴费或线下营业厅缴纳，逾期将按每日0.5%收取滞纳金，如需查询账单详情可致电95158或登录燃气公司官网，感谢您的支持！,非诈骗
487,【法院传票】您因涉嫌合同诈骗纠纷，我院已受理原告XX公司的起诉（案号：（2025）X法民字第078号），定于下周一上午9点在本院第三审判庭开庭审理。若您无故缺席，将按自动败诉处理并强制执行财产！请立即联系张律师139xxxxxxx，缴纳5000元案件调解保证金可撤销诉讼，避免影响个人征信！,诈骗
488,【滴滴出行】您预约的明天上午8点从XX小区到XX国际机场的用车订单已确认，司机刘师傅将驾驶舒适型车辆（车牌号京Axxxxxx）提前15分钟到达，预估费用125元（含高速费）。您可提前2小时取消订单，如需调整时间或车型可在APP内操作，祝您旅途顺利！,非诈骗
489,【积分兑换】您的中国移动积分账户现有8500积分即将于本月底清零，可兑换300元话费、50元京东E卡或品牌充电宝！点击链接jf.10086fake.com输入手机号和验证码即可兑换，24小时内有效，兑换成功后1小时内到账，赶紧行动吧！,诈骗
490,【XX超市】本周六（5月18日）是超市十周年庆，全场商品8折起！生鲜区满50减10、满100减30，日化区买二送一，会员购物享双倍积分并可参与抽奖（一等奖为冰箱一台）。活动仅限当天，欢迎您和家人到店选购，地址：XX路XX号XX购物中心负一层！,非诈骗
491,【贷款审批】您申请的30万元个人信用贷款已通过审批，年化利率低至3.8%！请点击链接loan-approval-2025.com填写收款银行卡信息，缴纳5000元贷款担保费后即可放款，资金最快10分钟到账，无需抵押无需担保，逾期未办理将取消贷款资格！,诈骗
492,【物业通知】XX小区业主您好，本周日（5月19日）上午9点至下午3点将对小区供水管道进行检修维护，届时全小区停水。请大家提前储水备用，低层住户注意关闭水龙头防止恢复供水时漏水，高层住户可提前接水存用，给您带来不便敬请谅解，如有疑问可致电物业办公室：020-8xxxxxxx！,非诈骗
493,【冒充亲友】儿啊，我是你爸，刚才手机不小心丢了，这个是我新办的手机号！现在我在外地办事急需用钱，你先转5000块到这个银行卡号621700xxxxxxxxxxxxxx（户名：王芳），等我回家就还你，别打电话过来，我这边信号不好接不了，赶紧转啊！,诈骗
494,【天气预报】明天我市将迎来中到大雨，局部地区有暴雨并伴有短时强对流天气，气温22-28℃。请市民朋友外出时携带雨具，注意防范雷电和城市内涝，低洼路段尽量绕行，驾车出行减速慢行，农业种植户做好防涝措施，老人和小孩尽量减少外出！,非诈骗
495,【游戏充值】您的王者荣耀账号（ID：12345678）可领取888元游戏礼包+史诗皮肤任选！点击链接game-gift-2025.com输入账号密码和区服即可领取，还能参与抽奖赢取最新款游戏手柄，活动截止到今晚12点，错过再等一年！,诈骗
496,【书店通知】您上月预订的《2025年考研英语历年真题精析》《考研政治核心考点背诵》已到货，每套定价89元，合计178元。请于本周内到店取货，如需邮寄可回复“邮寄+详细地址+联系电话”，邮费10元自理，书籍数量有限未预订者暂不售卖，谢谢！,非诈骗
497,【社保补贴】您符合2025年城乡居民社保补贴领取条件，可领取一次性补贴3800元！请点击链接shebao-subsidy-2025.com输入身份证号、医保卡号和银行卡号完成申领，3个工作日内补贴到账，逾期未申领将视为自动放弃，赶紧办理吧！,诈骗
498,【健身房】尊敬的VIP会员，您的健身卡将于6月10日到期，现推出续卡优惠活动：续卡1年赠送2个月时长+运动毛巾一条，续卡2年赠送6个月时长+品牌运动背包一个，续卡3年赠送1年时长+私教课2节。有意向可到前台咨询办理，或联系会籍顾问小李：137xxxxxxx！,非诈骗
